description,name,Nro de Inscripción,CUIT,Domicilio,Localidad,Provincia,Código Postal,Referente y Cargo,Teléf. de Contacto,E-Mail de contacto,WEB,Perfil de Facebook,Twitter,Programas,capa,Oeste,Sur,geometry
Nro de Inscripción: 163<br>CUIT: 30-56811689-1<br>Domicilio: Arellano 286<br>Localidad: San Antonio de Areco<br>Provincia: Buenos Aires<br>Código Postal: 2760<br>Referente y Cargo: Lautaro Sforzini Presidente<br>Teléf. de Contacto: 2326452396<br>E-Mail de contacto: spereyra@arecolacamara.com.ar<br>WEB: www.arecolacamara.com.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -59.472177<br>Sur: -34.246741,"Centro de comercio, propiedad e industria",163,30-56811689-1,Arellano 286,San Antonio de Areco,Buenos Aires,2760,Lautaro Sforzini Presidente,2326452396,spereyra@arecolacamara.com.ar,www.arecolacamara.com.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-59.472177,-34.246741,"<Point><coordinates>-59.472177,-34.246741,0.0</coordinates></Point>"
Nro de Inscripción: 164<br>CUIT: 33-71432888-9<br>Domicilio: Francisco Arias 2048<br>Localidad: Capital<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Betty Daniela Gil Presidenta<br>Teléf. de Contacto: 4954650<br>E-Mail de contacto: cooperativafpt@hotmail.com<br>WEB: www.cooperativafptsalta.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.400924<br>Sur: -24.815499,Cooperativa de trabajo Formacion Profesional para Todos Limitada,164,33-71432888-9,Francisco Arias 2048,Capital,Salta,4400,Betty Daniela Gil Presidenta,4954650,cooperativafpt@hotmail.com,www.cooperativafptsalta.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.400924,-24.815499,"<Point><coordinates>-65.400924,-24.815499,0.0</coordinates></Point>"
Nro de Inscripción: 165<br>CUIT: 33-71226762-9<br>Domicilio: 147bis 2124 - 14 7bis 2124<br>Localidad: Necochea<br>Provincia: Buenos Aires<br>Código Postal: 7630<br>Referente y Cargo: Mariángeles Ferrazzini Presidente<br>Teléf. de Contacto: 01161663339/0226215358471<br>E-Mail de contacto: angie@sabelatierra.com<br>WEB: www.sabelatierra.com<br>Perfil de Facebook: Angie ferrazzini<br>Twitter: @sabelatierra<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.777135<br>Sur: -38.591877,La Tierra Sabe,165,33-71226762-9,147bis 2124 - 14 7bis 2124,Necochea,Buenos Aires,7630,Mariángeles Ferrazzini Presidente,01161663339/0226215358471,angie@sabelatierra.com,www.sabelatierra.com,Angie ferrazzini,@sabelatierra,INCUBADORA PAC y Fondo Semilla,incubadora,-58.777135,-38.591877,"<Point><coordinates>-58.777135,-38.591877,0.0</coordinates></Point>"
Nro de Inscripción: 166<br>CUIT: 30-67205543-8<br>Domicilio: San Martín 15 2 2<br>Localidad: Junin<br>Provincia: Mendoza<br>Código Postal: 5573<br>Referente y Cargo: Eliana Neo Gerente Incubadora<br>Teléf. de Contacto: 4492199 int 137 263-154691407<br>E-Mail de contacto: eliananeo5@yahoo.com.ar<br>WEB: www.juninmendoza.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.486055<br>Sur: -33.145310,Incubajunin,166,30-67205543-8,San Martín 15 2 2,Junin,Mendoza,5573,Eliana Neo Gerente Incubadora,4492199 int 137 263-154691407,eliananeo5@yahoo.com.ar,www.juninmendoza.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-68.486055,-33.14531,"<Point><coordinates>-68.486055,-33.14531,0.0</coordinates></Point>"
Nro de Inscripción: 167<br>CUIT: 30-99910705-9<br>Domicilio: San Martin 291 1° Producción<br>Localidad: Dolores<br>Provincia: Buenos Aires<br>Código Postal: 7100<br>Referente y Cargo: NICOLAS ANDRADA Secretario de Promoción y Desarrollo Productivo<br>Teléf. de Contacto: 02245 446060 int 156 Fax 02245 446580<br>E-Mail de contacto: produciondolores@gmail.com<br>WEB: http://dolores.gob.ar/produccion/<br>Perfil de Facebook: https://www.facebook.com/produccion.dolores/<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.676438<br>Sur: -36.315211,Secretaria de Promoción y Desarrollo Productivo - Municipio de Dolores,167,30-99910705-9,San Martin 291 1° Producción,Dolores,Buenos Aires,7100,NICOLAS ANDRADA Secretario de Promoción y Desarrollo Productivo,02245 446060 int 156 Fax 02245 446580,produciondolores@gmail.com,http://dolores.gob.ar/produccion/,https://www.facebook.com/produccion.dolores/,,INCUBADORA PAC y Fondo Semilla,incubadora,-57.676438,-36.315211,"<Point><coordinates>-57.676438,-36.315211,0.0</coordinates></Point>"
Nro de Inscripción: 168<br>CUIT: 30-69705478-9<br>Domicilio: Tres Arroyos 329 (Parque Industrial La Cantabrica) PB Unidad funcional 14<br>Localidad: Haedo<br>Provincia: Buenos Aires<br>Código Postal: B1706FWB<br>Referente y Cargo: Jose María Parra Gerente<br>Teléf. de Contacto: 5411 4629 7397 cel 11 5003 5469<br>E-Mail de contacto: info@idebmoron.com.ar<br>WEB: www.idebmoron.com.ar<br>Perfil de Facebook: www.facebook.com/idebmoron/?fref=ts<br>Twitter: ---<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.611658<br>Sur: -34.642786,CENTRO IDEB MORON -IDEB MORON-,168,30-69705478-9,Tres Arroyos 329 (Parque Industrial La Cantabrica) PB Unidad funcional 14,Haedo,Buenos Aires,B1706FWB,Jose María Parra Gerente,5411 4629 7397 cel 11 5003 5469,info@idebmoron.com.ar,www.idebmoron.com.ar,www.facebook.com/idebmoron/?fref=ts,---,INCUBADORA PAC y Fondo Semilla,incubadora,-58.611658,-34.642786,"<Point><coordinates>-58.611658,-34.642786,0.0</coordinates></Point>"
"Nro de Inscripción: 169<br>CUIT: 30-70826699-6<br>Domicilio: RN 20 KM 24,4 LT 5 MZA 83<br>Localidad: Malagueño<br>Provincia: Córdoba<br>Código Postal: 5101<br>Referente y Cargo: Dante Pusiol GERENTE GENERAL<br>Teléf. de Contacto: 0341 485628<br>E-Mail de contacto: dapusiol@spinlock.com.ar<br>WEB: www.spinlock.com.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.355164<br>Sur: -31.453076",SPINLOCK S.R.L.,169,30-70826699-6,"RN 20 KM 24,4 LT 5 MZA 83",Malagueño,Córdoba,5101,Dante Pusiol GERENTE GENERAL,0341 485628,dapusiol@spinlock.com.ar,www.spinlock.com.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-64.355164,-31.453076,"<Point><coordinates>-64.355164,-31.453076,0.0</coordinates></Point>"
Nro de Inscripción: 170<br>CUIT: 30-67634435-3<br>Domicilio: Pedro Molina 471<br>Localidad: Capital<br>Provincia: Mendoza<br>Código Postal: 5500<br>Referente y Cargo: Adolfo Trípodi Presidente<br>Teléf. de Contacto: 261 4298401<br>E-Mail de contacto: aguirre.nadya@gmail.com<br>WEB: www.femza.org.ar<br>Perfil de Facebook: https://www.facebook.com/www.femza.org.ar/?ref=ts&fref=ts<br>Twitter: @femprensa<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.847395<br>Sur: -32.896033,FEDERACIÓN ECONÓMICA DE MENDOZA,170,30-67634435-3,Pedro Molina 471,Capital,Mendoza,5500,Adolfo Trípodi Presidente,261 4298401,aguirre.nadya@gmail.com,www.femza.org.ar,https://www.facebook.com/www.femza.org.ar/?ref=ts&fref=ts,@femprensa,INCUBADORA PAC y Fondo Semilla,incubadora,-68.847395,-32.896033,"<Point><coordinates>-68.847395,-32.896033,0.0</coordinates></Point>"
"Nro de Inscripción: 171<br>CUIT: 33-65456547-9<br>Domicilio: San Miguel 1600 Planta Baja<br>Localidad: Las Heras<br>Provincia: Mendoza<br>Código Postal: 5539<br>Referente y Cargo: Roque Salvador Ayala Gerente Incubadora de Empresas<br>Teléf. de Contacto: 261-4301007 261-4309594 261 5074587<br>E-Mail de contacto: roque_ayala@yahoo.com.ar, comercioexteriorlh@yahoo.com.ar<br>WEB: lasheras.gob.ar<br>Perfil de Facebook: incubadorainprotec@gmail.com<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.841554<br>Sur: -32.850488",Municipalidad de Las Heras - Dirección de Desarrollo Económico,171,33-65456547-9,San Miguel 1600 Planta Baja,Las Heras,Mendoza,5539,Roque Salvador Ayala Gerente Incubadora de Empresas,261-4301007 261-4309594 261 5074587,"roque_ayala@yahoo.com.ar, comercioexteriorlh@yahoo.com.ar",lasheras.gob.ar,incubadorainprotec@gmail.com,,INCUBADORA PAC y Fondo Semilla,incubadora,-68.841554,-32.850488,"<Point><coordinates>-68.841554,-32.850488,0.0</coordinates></Point>"
"Nro de Inscripción: 172<br>CUIT: 30-71011806-6<br>Domicilio: Av. Los Molinos e Industria Argentina<br>Localidad: La Banda<br>Provincia: Santiago Del Estero<br>Código Postal: 4300<br>Referente y Cargo: CPN Juan Carlos Costas Secretario<br>Teléf. de Contacto: 0385) 154103735<br>E-Mail de contacto: desarrollosde@gmail.com; sgonodotecemprende@gmail.com;<br>WEB: http://www.sde.gob.ar/;<br>Perfil de Facebook: Secretaria de Desarrollo, Ciencia, Tecnología y Gestión Publica<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.254863<br>Sur: -27.754880","Secretaria de Desarrollo, Ciencia, Tecnología y Gestión Publica del gobierno de la Provincia de Santiago del Estero",172,30-71011806-6,Av. Los Molinos e Industria Argentina,La Banda,Santiago Del Estero,4300,CPN Juan Carlos Costas Secretario,0385) 154103735,desarrollosde@gmail.com; sgonodotecemprende@gmail.com;,http://www.sde.gob.ar/;,"Secretaria de Desarrollo, Ciencia, Tecnología y Gestión Publica",,INCUBADORA PAC y Fondo Semilla,incubadora,-64.254863,-27.75488,"<Point><coordinates>-64.254863,-27.75488,0.0</coordinates></Point>"
Nro de Inscripción: 173<br>CUIT: 30-71488730-7<br>Domicilio: Republica del Líbano Calle 10 Nº 4022<br>Localidad: San Martín<br>Provincia: Buenos Aires<br>Código Postal: 1650<br>Referente y Cargo: CEDITECSM Presidente<br>Teléf. de Contacto: 4713-3915 y 156565-7955<br>E-Mail de contacto: contacto@ceditecsm.com<br>WEB: www.ceditecsm.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.525027<br>Sur: -34.591679,Cámara de Empresarios del Distrito Tecnológico de General San Martín si Fines de Lucro.,173,30-71488730-7,Republica del Líbano Calle 10 Nº 4022,San Martín,Buenos Aires,1650,CEDITECSM Presidente,4713-3915 y 156565-7955,contacto@ceditecsm.com,www.ceditecsm.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.525027,-34.591679,"<Point><coordinates>-58.525027,-34.591679,0.0</coordinates></Point>"
"Nro de Inscripción: 174<br>CUIT: 30-99901516-2<br>Domicilio: Av. Libertador General San Martín 750 Oeste 4to piso Núcleo 7<br>Localidad: Capital<br>Provincia: San Juan<br>Código Postal: 5400<br>Referente y Cargo: Sandra Barceló Secretaria de Industria, Comercio y Servicios<br>Teléf. de Contacto: 0264-4306471<br>E-Mail de contacto: incubadorasicssanjuan@gmail.com<br>WEB: www.sics.sanjuan.gov.ar<br>Perfil de Facebook: SICS San Juan<br>Twitter: @sicssj<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.537327<br>Sur: -31.535087","Secretaría de Industria, Comercio y Servicios - Gobierno de San Juan",174,30-99901516-2,Av. Libertador General San Martín 750 Oeste 4to piso Núcleo 7,Capital,San Juan,5400,"Sandra Barceló Secretaria de Industria, Comercio y Servicios",0264-4306471,incubadorasicssanjuan@gmail.com,www.sics.sanjuan.gov.ar,SICS San Juan,@sicssj,INCUBADORA PAC y Fondo Semilla,incubadora,-68.537327,-31.535087,"<Point><coordinates>-68.537327,-31.535087,0.0</coordinates></Point>"
Nro de Inscripción: 175<br>CUIT: 30-64761194-6<br>Domicilio: EDIFICIO DE LA RIBERA (EX BALNEARIO) COSTANERA SUR - APOLO XI Y COMERCIO S/N<br>Localidad: ZARATE<br>Provincia: Buenos Aires<br>Código Postal: 2800<br>Referente y Cargo: MARIA CECILIA SANTALIZ ASESOR<br>Teléf. de Contacto: (03487) 439000 / 011 1562675143<br>E-Mail de contacto: desarrolloeco@zarate.gob.ar<br>WEB: www.zarate.gob.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -59.024569<br>Sur: -34.095339,SECRETARIA DE DESARROLLO ECONOMICO - MUNICIPALIDAD DE ZARATE,175,30-64761194-6,EDIFICIO DE LA RIBERA (EX BALNEARIO) COSTANERA SUR - APOLO XI Y COMERCIO S/N,ZARATE,Buenos Aires,2800,MARIA CECILIA SANTALIZ ASESOR,(03487) 439000 / 011 1562675143,desarrolloeco@zarate.gob.ar,www.zarate.gob.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-59.024569,-34.095339,"<Point><coordinates>-59.024569,-34.095339,0.0</coordinates></Point>"
Nro de Inscripción: 176<br>CUIT: 30-71479218-7<br>Domicilio: Larrea 770<br>Localidad: CABA (la localización de nuestra incubadora es otra de la dirección de la forma legal Larrea)<br>Provincia: CABA<br>Código Postal: 1030<br>Referente y Cargo: Axel Barceló / Carolina Perdoménico Axel Barceló: CEO - Co- founder / Carolina Perdoménico: Operations Coordinator - Business Developer<br>Teléf. de Contacto: 4800 0200 (interno 221)<br>E-Mail de contacto: cperdomenico@incubandosalud.com / ab@barcelo.edu.ar<br>WEB: www.incubandosalud.com<br>Perfil de Facebook: https://www.facebook.com/incubandosalud<br>Twitter: https://twitter.com/Incubandosalud<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.402489<br>Sur: -34.599716,Emprender Salud,176,30-71479218-7,Larrea 770,CABA (la localización de nuestra incubadora es otra de la dirección de la forma legal Larrea),CABA,1030,Axel Barceló / Carolina Perdoménico Axel Barceló: CEO - Co- founder / Carolina Perdoménico: Operations Coordinator - Business Developer,4800 0200 (interno 221),cperdomenico@incubandosalud.com / ab@barcelo.edu.ar,www.incubandosalud.com,https://www.facebook.com/incubandosalud,https://twitter.com/Incubandosalud,INCUBADORA PAC y Fondo Semilla,incubadora,-58.402489,-34.599716,"<Point><coordinates>-58.402489,-34.599716,0.0</coordinates></Point>"
Nro de Inscripción: 177<br>CUIT: 30-71469099-6<br>Domicilio: Pasaje Ernesto Claros Nº 15 15 - -<br>Localidad: San Salvador<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: Hector Hugo Huespe Director de Emprendimientos Sociales<br>Teléf. de Contacto: 0388-4397225<br>E-Mail de contacto: hhuespe@gmail.com<br>WEB: www.jujuyvoluntaria.org.ar<br>Perfil de Facebook: https://www.facebook.com/jujenio.seniores/?fref=ts<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.295245<br>Sur: -24.188707,Jujuy Voluntari@ Asociación Civil,177,30-71469099-6,Pasaje Ernesto Claros Nº 15 15 - -,San Salvador,Jujuy,4600,Hector Hugo Huespe Director de Emprendimientos Sociales,0388-4397225,hhuespe@gmail.com,www.jujuyvoluntaria.org.ar,https://www.facebook.com/jujenio.seniores/?fref=ts,-,INCUBADORA PAC y Fondo Semilla,incubadora,-65.295245,-24.188707,"<Point><coordinates>-65.295245,-24.188707,0.0</coordinates></Point>"
Nro de Inscripción: 178<br>CUIT: 30-71011045-6<br>Domicilio: Buenos Aires 93 1º Dirección General de Planificación<br>Localidad: Salta<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Pio Fernando Diaz Herrera Profesional Tecnico<br>Teléf. de Contacto: 3874310950<br>E-Mail de contacto: pdiaz@turismosalta.gov.ar<br>WEB: www.turismosalta.gov.ar<br>Perfil de Facebook: -<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.409698<br>Sur: -24.790825,Ministerio de Cultura y Turismo,178,30-71011045-6,Buenos Aires 93 1º Dirección General de Planificación,Salta,Salta,4400,Pio Fernando Diaz Herrera Profesional Tecnico,3874310950,pdiaz@turismosalta.gov.ar,www.turismosalta.gov.ar,-,-,INCUBADORA PAC y Fondo Semilla,incubadora,-65.409698,-24.790825,"<Point><coordinates>-65.409698,-24.790825,0.0</coordinates></Point>"
Nro de Inscripción: 179<br>CUIT: 30-67185698-4<br>Domicilio: Av. Luis M de la Fuente S/N<br>Localidad: Capital<br>Provincia: La Rioja<br>Código Postal: 5300<br>Referente y Cargo: Ariel Martinez Secretario de Ciencia y Técnica<br>Teléf. de Contacto: 0380-154489843<br>E-Mail de contacto: euge_beres@yahoo.com<br>WEB: Facebook: Emprendedores Unlar - www.unlar.edu.ar<br>Perfil de Facebook: Facebook: Emprendedores Unlar<br>Twitter: <br>Programas: Fondo Semilla<br>Oeste: -66.868771<br>Sur: -29.430386,"Instituto Superior de Investigacion, de Transferencia y Formacion de Emprendedores (INITRAFE) - Universidad Nacional de La Rioja",179,30-67185698-4,Av. Luis M de la Fuente S/N,Capital,La Rioja,5300,Ariel Martinez Secretario de Ciencia y Técnica,0380-154489843,euge_beres@yahoo.com,Facebook: Emprendedores Unlar - www.unlar.edu.ar,Facebook: Emprendedores Unlar,,Fondo Semilla,incubadora,-66.868771,-29.430386,"<Point><coordinates>-66.868771,-29.430386,0.0</coordinates></Point>"
Nro de Inscripción: 180<br>CUIT: 30-54667116-6<br>Domicilio: Rivadavia 1050 0 Dirección de Vinculación Tecnológica<br>Localidad: San Miguel de Tucumán<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: Catalina Alvana Mamani Coordinadora de Emprendedorismo UTN-FRT<br>Teléf. de Contacto: (0381) 421.7150 / 430.7387 / 430.7385<br>E-Mail de contacto: dvt.frt@gmail.com<br>WEB: www.frt.utn.edu.ar<br>Perfil de Facebook: Dirección de Vinculación Tecnológica - UTN - FRT<br>Twitter: @DVT_FRT<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.199122<br>Sur: -26.816964,Universidad Tecnológica Nacional - Facultad Regional Tucumán,180,30-54667116-6,Rivadavia 1050 0 Dirección de Vinculación Tecnológica,San Miguel de Tucumán,Tucumán,4000,Catalina Alvana Mamani Coordinadora de Emprendedorismo UTN-FRT,(0381) 421.7150 / 430.7387 / 430.7385,dvt.frt@gmail.com,www.frt.utn.edu.ar,Dirección de Vinculación Tecnológica - UTN - FRT,@DVT_FRT,INCUBADORA PAC y Fondo Semilla,incubadora,-65.199122,-26.816964,"<Point><coordinates>-65.199122,-26.816964,0.0</coordinates></Point>"
Nro de Inscripción: 181<br>CUIT: 30-54667116-6<br>Domicilio: Colon 332 1 Vinculacion Tecnologica<br>Localidad: San Nicolas de los Arroyos<br>Provincia: Buenos Aires<br>Código Postal: 2900<br>Referente y Cargo: Cintia Pasti Directora de Vinculación Tecnologica y Servicios a Terceros<br>Teléf. de Contacto: 0336 4420830 INT 211<br>E-Mail de contacto: cintia_pasti@hotmail.com<br>WEB: www.frsn.utn.edu.ar<br>Perfil de Facebook: UTN FRSN<br>Twitter: @utnfrsn<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.205959<br>Sur: -33.332080,Vinculacion Tecnologica- Universidad Tecnológica Nacional - Facultad Regional San Nicolas,181,30-54667116-6,Colon 332 1 Vinculacion Tecnologica,San Nicolas de los Arroyos,Buenos Aires,2900,Cintia Pasti Directora de Vinculación Tecnologica y Servicios a Terceros,0336 4420830 INT 211,cintia_pasti@hotmail.com,www.frsn.utn.edu.ar,UTN FRSN,@utnfrsn,INCUBADORA PAC y Fondo Semilla,incubadora,-60.205959,-33.33208,"<Point><coordinates>-60.205959,-33.33208,0.0</coordinates></Point>"
Nro de Inscripción: 182<br>CUIT: 30-71010442-1<br>Domicilio: Honorio Luque 6043<br>Localidad: Laferrere<br>Provincia: Buenos Aires<br>Código Postal: 1757<br>Referente y Cargo: Andrea Larrosa Coordinadora Capacitación<br>Teléf. de Contacto: 11 5121 1899<br>E-Mail de contacto: asociacioncivil24n@gmail.com<br>WEB: No posee<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.587720<br>Sur: -34.750180,Asociación Civil 24 de Noviembre,182,30-71010442-1,Honorio Luque 6043,Laferrere,Buenos Aires,1757,Andrea Larrosa Coordinadora Capacitación,11 5121 1899,asociacioncivil24n@gmail.com,No posee,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.58772,-34.75018,"<Point><coordinates>-58.58772,-34.75018,0.0</coordinates></Point>"
Nro de Inscripción: 183<br>CUIT: 30-58676202-4<br>Domicilio: ITALO PALANCA N°10 <br>Localidad: SAN SALVADOR DE JUJUY<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: Gustavo LORES;- Gustavo CASTILLO. DECANO FACULTAD DE INGENIERIA -SECRETARIO DE EXTENSION FACULTAD DE INGENIERIA<br>Teléf. de Contacto: 0388-4221582----0388-4221585<br>E-Mail de contacto: secyp@fi.unju.edu.ar ; decano@fi.unju.edu.ar<br>WEB: www.fi.unju.edu.ar<br>Perfil de Facebook: -<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.293002<br>Sur: -24.188880,FACULTAD DE INGENIERIA UNIVERSIDAD NACIONAL DE JUJUY.,183,30-58676202-4,ITALO PALANCA N°10,SAN SALVADOR DE JUJUY,Jujuy,4600,Gustavo LORES;- Gustavo CASTILLO. DECANO FACULTAD DE INGENIERIA -SECRETARIO DE EXTENSION FACULTAD DE INGENIERIA,0388-4221582----0388-4221585,secyp@fi.unju.edu.ar ; decano@fi.unju.edu.ar,www.fi.unju.edu.ar,-,-,INCUBADORA PAC y Fondo Semilla,incubadora,-65.293002,-24.18888,"<Point><coordinates>-65.293002,-24.18888,0.0</coordinates></Point>"
Nro de Inscripción: 184<br>CUIT: 23-27122505-9<br>Domicilio: 9 de julio 229 Subsecretaría de Producción<br>Localidad: San Miguel de Tucumán<br>Provincia: Tucumán<br>Código Postal: 4000<br>Referente y Cargo: Mario Esteban Veliz Subsecretario de Producción<br>Teléf. de Contacto: 0381-155061258<br>E-Mail de contacto: sproduccion@smt.gob.ar<br>WEB: www.smt.gob.ar<br>Perfil de Facebook: www.facebook.com/MuniSMTucuman/<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.205511<br>Sur: -26.833947,Municipalidad de San Miguel de Tucumán,184,23-27122505-9,9 de julio 229 Subsecretaría de Producción,San Miguel de Tucumán,Tucumán,4000,Mario Esteban Veliz Subsecretario de Producción,0381-155061258,sproduccion@smt.gob.ar,www.smt.gob.ar,www.facebook.com/MuniSMTucuman/,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.205511,-26.833947,"<Point><coordinates>-65.205511,-26.833947,0.0</coordinates></Point>"
Nro de Inscripción: 185<br>CUIT: 30-71110014-4<br>Domicilio: H. IRIGOYEN 2289<br>Localidad: CORRIENTES<br>Provincia: Corrientes<br>Código Postal: 3400<br>Referente y Cargo: ANALIA PIRAGINE GERENTE<br>Teléf. de Contacto: 3794220587 3794476044<br>E-Mail de contacto: apiragine@ife.gov.ar<br>WEB: www.ife.gov.ar<br>Perfil de Facebook: IFE SEM<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.822836<br>Sur: -27.469963,INSTITUTO DE FOMENTO EMPRESARIAL SOCIEDAD DE ECONOMIA MIXTA,185,30-71110014-4,H. IRIGOYEN 2289,CORRIENTES,Corrientes,3400,ANALIA PIRAGINE GERENTE,3794220587 3794476044,apiragine@ife.gov.ar,www.ife.gov.ar,IFE SEM,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.822836,-27.469963,"<Point><coordinates>-58.822836,-27.469963,0.0</coordinates></Point>"
Nro de Inscripción: 186<br>CUIT: 20-14959024-3<br>Domicilio: Moreno 369 - -<br>Localidad: San Francisco<br>Provincia: Córdoba<br>Código Postal: 2400<br>Referente y Cargo: Miguel Ángel Rocha Fundador/Representante Legal<br>Teléf. de Contacto: 03564-426508<br>E-Mail de contacto: info@estudiorochayasoc.com.ar<br>WEB: www.estudiorochayasoc.com.ar<br>Perfil de Facebook: Estudio Rocha<br>Twitter: Estudio Rocha<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -62.082110<br>Sur: -31.426486,Estudio Rocha y Asociados,186,20-14959024-3,Moreno 369 - -,San Francisco,Córdoba,2400,Miguel Ángel Rocha Fundador/Representante Legal,03564-426508,info@estudiorochayasoc.com.ar,www.estudiorochayasoc.com.ar,Estudio Rocha,Estudio Rocha,INCUBADORA PAC y Fondo Semilla,incubadora,-62.08211,-31.426486,"<Point><coordinates>-62.08211,-31.426486,0.0</coordinates></Point>"
Nro de Inscripción: 187<br>CUIT: 30-71498486-8<br>Domicilio: Urquiza 438 5 C<br>Localidad: Salta<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Norman Hugo Osedo Presidente<br>Teléf. de Contacto: 5.44E+11<br>E-Mail de contacto: nhugoosedo@gmail.com<br>WEB: www.acmagis.org<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.408962<br>Sur: -24.792536,Asociacion Civil Magis para el Desarrollo Humano y la Justicia,187,30-71498486-8,Urquiza 438 5 C,Salta,Salta,4400,Norman Hugo Osedo Presidente,544000000000,nhugoosedo@gmail.com,www.acmagis.org,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.408962,-24.792536,"<Point><coordinates>-65.408962,-24.792536,0.0</coordinates></Point>"
Nro de Inscripción: 188<br>CUIT: 30-99907873-3<br>Domicilio: Ozamis 914<br>Localidad: Maipú<br>Provincia: Mendoza<br>Código Postal: 5515<br>Referente y Cargo: Diego Oropel Jefe del Departamento de Desarrollo Económico Local<br>Teléf. de Contacto: 261 4973190 - 261 5356819<br>E-Mail de contacto: diegooropel@hotmail.com<br>WEB: www.maipuproduce.com<br>Perfil de Facebook: Desarrollo Económico Maipú Mendoza<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.787633<br>Sur: -32.974134,Municipalidad de Maipú - Maipú Incuba,188,30-99907873-3,Ozamis 914,Maipú,Mendoza,5515,Diego Oropel Jefe del Departamento de Desarrollo Económico Local,261 4973190 - 261 5356819,diegooropel@hotmail.com,www.maipuproduce.com,Desarrollo Económico Maipú Mendoza,,INCUBADORA PAC y Fondo Semilla,incubadora,-68.787633,-32.974134,"<Point><coordinates>-68.787633,-32.974134,0.0</coordinates></Point>"
