Categoría,description,Articulador,Provincia,Localidad,Email,Sitio Web,Dirección,Teléfono,latitude,longitude
Centros Integradores Comunitarios,CIC – Corrientes – Esquina,Centro Integrador Comunitario,Corrientes,Esquina,,,El Ceibo Esq J R Vidal - CP W3196ZAA - Esquina (Corrientes),,-30.0174007,-59.5321617
Centros Integradores Comunitarios,CIC – Corrientes – Curuzú Cuatiá,Centro Integrador Comunitario,Corrientes,Curuzú Cuatiá,mcccic@curuzu.net   ,,Colón 2253 entre Serradori y Soldado Meza - B° 150 Viviendas - CP W3460ZAA - Curuzú Cuatiá (Corrientes),(03774) 422321,-29.7915416,-58.0499307
Centros Integradores Comunitarios,CIC – Corrientes – Bella Vista,Centro Integrador Comunitario,Corrientes,Bella Vista,,,25 de Mayo entre Piedras y Charcas - B° Centenario - CP W3432ZAA - Bella Vista (Corrientes),,-28.5077305,-59.044857
Centros Integradores Comunitarios,CIC – Chaco – Villa Río Bermejito,Centro Integrador Comunitario,Chaco,Villa Río Bermejito,,,Planta Urbana S/N - CP 3703 - Villa Río Bermejito (Chaco),,-25.6397724,-60.2640228
Centros Integradores Comunitarios,CIC – Chaco – Villa Berthet,Centro Integrador Comunitario,Chaco,Villa Berthet,,,Belgrano y Pringles - CP H3545ZAA - Villa Berthet (Chaco),,-27.2898006,-60.413002
Centros Integradores Comunitarios,CIC – Chaco – Villa Angela,Centro Integrador Comunitario,Chaco,Villa Angela,,,Av. La Plata entre Alberdi y Chubut - CP H3540ZAA - Villa Angela (Chaco),(03735) 421222,-27.5799899,-60.7267332
Centros Integradores Comunitarios,CIC – Chaco – Tres Isletas,Centro Integrador Comunitario,Chaco,Tres Isletas,,,"Prolongación Norte, Av 9 de Julio y Calle Pública - CP H3703ZAA - Tres Isletas (Chaco)",(0364) 4461755,-26.3399887,-60.310493
Centros Integradores Comunitarios,CIC – Chaco – Taco Pozo,Centro Integrador Comunitario,Chaco,Taco Pozo,,,"Parcela 1, Manzana 25 - Sector Centro - CP H3717ZAA - Taco Pozo (Chaco)",,-25.6164799,-63.268055
Centros Integradores Comunitarios,CIC – Chaco – Quitilipi,Centro Integrador Comunitario,Chaco,Quitilipi,,,Av. Juan D. Perón y Cacica Dominga Mercedes - CP H3530ZAA - Quitilipi (Chaco),,-26.8709272,-60.2153748
Centros Integradores Comunitarios,CIC – Chaco – Pte. R. Sáenz Peña,Centro Integrador Comunitario,Chaco,Pte. R. Sáenz Peña,,,"Circunscripción 1, Sección F, Chacra 41, Fracción de la Parcela - CP H3700ZAA - Pte. R. Sáenz Peña (Chaco)",,-26.5857656,-60.9540073
Centros Integradores Comunitarios,CIC – Chaco – Las Palmas,Centro Integrador Comunitario,Chaco,Las Palmas,,,Calle s/n B° Solalindes - CP H3523ZAA - Las Palmas (Chaco),,-27.0538826,-58.6785889
Centros Integradores Comunitarios,CIC – Chaco – La Tigra,Centro Integrador Comunitario,Chaco,La Tigra,,,Neuquén y 17 de Agosto - CP H3701ZAA - La Tigra (Chaco),,-27.1101589,-60.5877914
Centros Integradores Comunitarios,CIC – Chaco – La Leonesa,Centro Integrador Comunitario,Chaco,La Leonesa,,,Arturo Illia y Salta - CP H3518ZAA - La Leonesa (Chaco),,-27.0388546,-58.700386
Centros Integradores Comunitarios,CIC – Chaco – Juan José Castelli,Centro Integrador Comunitario,Chaco,Juan José Castelli,,,Juan Manuel de Rosas entre 14 Oeste y Avda. 2 de Febrero - CP 3705 - Juan José Castelli (Chaco),,-25.9497108,-60.6170616
Centros de Referencia,CDR – Buenos Aires – San Pedro,Centro de Referencia,Buenos Aires,San Pedro,cdrsanpedro@desarrollosocial.gob.ar,,Las Heras 590 (esquina Uruguay) - CP B2930IRA - San Pedro (Buenos Aires),(03329) 439214 ,-33.681267,-59.661549
Centros Integradores Comunitarios,CIC – Chaco – La Clotilde,Centro Integrador Comunitario,Chaco,La Clotilde,,,Calle 9 Gral. Belgrano S/N - Planta Urbana - CP H3725ZAA - La Clotilde (Chaco),,-27.113294,-60.393137
Centros Integradores Comunitarios,CIC – San Juan – Villa Santa Rosa,Centro Integrador Comunitario,San Juan,Villa Santa Rosa,,,"Ruta Nº 270, entre calle 4 y 5 - Barrio Algarrobo Verde - Villa Santa Rosa (San Juan)",,-31.752657,-68.313074
Centros de Referencia,CDR – Catamarca – San Fernando del Valle de Catamarca,Centro de Referencia,Catamarca,San Fernando del Valle de Catamarca,centrodereferenciacatamarca@gmail.com,,25 de Mayo N° 653 - CP K4700CLD - San Fernando del Valle de Catamarca (Catamarca),(0383) 4435446,-28.46833,-65.771076
Centros de Atención Local,CAL – Tucumán – Tucumán,Centro de Atención Local,Tucumán,Tucumán,,,Crisostomo Alvarez Nº 1401 - CP T4000CIC - Tucumán (Tucumán),(0381) 4201942 ,-26.82943,-65.218769
Centros de Atención Local,CAL – Tierra del Fuego – Ushuaia,Centro de Atención Local,Tierra del Fuego,Ushuaia,,,Onas y Deloqui - CP V9410CTB - Ushuaia (Tierra del Fuego),(02901) 436116,-54.809025,-68.319141
Centros de Atención Local,CAL – Santa Cruz – Caleta Olivia,Centro de Atención Local,Santa Cruz,Caleta Olivia,,,Mosconi 18 - CP Z9011ZAA - Caleta Olivia (Santa Cruz),(0297) 4852627,-46.441645,-67.52243
Centros de Atención Local,CAL – Santa Cruz – Río Gallegos,Centro de Atención Local,Santa Cruz,Río Gallegos,,,25 de Mayo 475 - CP Z9400HPI - Río Gallegos (Santa Cruz),(0297) 4852627,-51.627038,-69.217463
Centros de Atención Local,CAL – Santiago del Estero – Monte Quemado,Centro de Atención Local,Santiago del Estero,Monte Quemado,,,San Martín 84 - CP G3714ZAA - Monte Quemado (Santiago del Estero),(03841) 421233,-25.804435,-62.829578
Centros de Atención Local,CAL – Santiago del Estero – Añatuya,Centro de Atención Local,Santiago del Estero,Añatuya,,,Doctor Stemberg 428 - CP G3760ZAA - Añatuya (Santiago del Estero),(03844) 421150,-28.465181,-62.837072
Centros de Atención Local,CAL – La Banda – Santiago del Estero,Centro de Atención Local,Santiago del Estero,Santiago del Estero,,,Pje. Lorenzo Lugones Nº 71 - CP G4200ZAA - La Banda (Santiago del Estero),(0385) 4223478 ,-27.7281437,-64.2282537
Centros de Atención Local,CAL – Santa Fe – Vera,Centro de Atención Local,Santa Fe,Vera,,,San Martin 2171 - CP S3550EOY - Vera (Santa Fé),(03483) 420844,-29.465685,-60.211738
Centros de Atención Local,CAL – Santa Fe – Reconquista,Centro de Atención Local,Santa Fe,Reconquista,,,Bolívar 808 esq. Mitre - CP S3560ZAA - Reconquista (Santa Fé),(03482) 427718,-29.144819,-59.643524
Centros de Atención Local,CAL – Santa Fe – Rosario,Centro de Atención Local,Santa Fe,Rosario,,,San Lorenzo 1045 - CP S2000ZAC - Rosario (Santa Fé),(0341) 4473579,-32.944445,-60.636902
Centros de Atención Local,CAL – Santa Fe – Santa Fe,Centro de Atención Local,Santa Fe,Santa Fe,,,San Jerónimo 1976 - CP S3000FPR - Santa Fe (Santa Fe),(0376) 428996,-31.652639,-60.709664
Centros de Atención Local,CAL – San Luis – San Luis,Centro de Atención Local,San Luis,San Luis,,,Balcarce Nº 735 e/ Gral. Paz y Colón - CP 9200 - San Luis (San Luis),(0266) 4441893,-33.3083131,-66.3312082
Centros de Atención Local,CAL – San Juan – San Juan,Centro de Atención Local,San Juan,San Juan,,,9 de Julio Nº 168 (este) - CP J5402AMD - San Juan (San Juan),(0264) 4273402,-31.542476,-68.52301
Centros de Atención Local,CAL – Salta – Salta,Centro de Atención Local,Salta,Salta,,,Benito Graña Nº 273 - CP A4400ZAA - Salta (Salta),(0387) 4223940,-24.799399,-65.3997092
Centros de Atención Local,CAL – Río Negro – General Roca,Centro de Atención Local,Río Negro,General Roca,,,Villegas 1274 - CP R8332HAZ - General Roca (Río Negro),(0298) 435637,-39.024414,-67.581958
Centros de Atención Local,CAL – Río Negro – Bariloche,Centro de Atención Local,Río Negro,Bariloche,,,Elflein 978 - CP R8400AUT  - Bariloche (Río Negro),(0294) 4433169,-41.137112,-71.29639
Centros de Atención Local,CAL – Río Negro – Viedma,Centro de Atención Local,Río Negro,Viedma,,,San Luis 774 - CP R8500FQN - Viedma (Río Negro),(02920) 421962,-40.8192695,-62.9900552
Centros de Atención Local,CAL – Neuquén – Neuquén,Centro de Atención Local,Neuquén,Neuquén,,,Entre Ríos Nº 410 esquina Alderete - CP Q8300BXJ - Neuquén (Neuquén),(0299) 4436105,-38.9508067,-68.0506625
Centros de Atención Local,CAL – Mendoza – Mendoza,Centro de Atención Local,Mendoza,Mendoza,,,9 de Julio Nº 3099 - CP M5500DQI - Mendoza (Mendoza),(0261) 4308980,-32.8680186,-68.8349004
Centros de Atención Local,CAL – Mendoza – San Rafael,Centro de Atención Local,Mendoza,San Rafael,,,Av. 9 de Julio 417 - CP 5600 - San Rafael - San Rafael (Mendoza),(0260) 4435403,-34.618884,-68.338491
Centros de Atención Local,CAL – Misiones – Eldorado,Centro de Atención Local,Misiones,Eldorado,,,Dinamarca Nº 396 - CP N3380ZAA - Eldorado (Misiones),(03751) 424979,-26.409926,-54.613111
Centros de Atención Local,CAL – Misiones – Posadas,Centro de Atención Local,Misiones,Posadas,,,Santa Fe  Nº 2195 - CP N3300HZM - Posadas (Misiones),(0376) 428996,-27.36374,-55.8975139
Centros de Atención Local,CAL – La Rioja – La Rioja,Centro de Atención Local,La Rioja,La Rioja,,,San Martín 78 - Bo. Centro - CP F5300DHB - La Rioja (La Rioja),(0380) 4434227,-29.413806,-66.857729
Centros de Atención Local,CAL – La Pampa – Santa Rosa,Centro de Atención Local,La Pampa,Santa Rosa,,,Emilio Civit 210 esq. Mármol - CP L6300DWE - Santa Rosa (La Pampa),(02954) 428861,-36.626259,-64.284896
Centros de Atención Local,CAL – Jujuy – Humahuaca,Centro de Atención Local,Jujuy,Humahuaca,,,Buenos Aires  Nº 458 - CP Y4630BCJ - Humahuaca (Jujuy),(03887) 421297,-23.206944,-65.3483
Centros de Atención Local,CAL – Jujuy – Jujuy,Centro de Atención Local,Jujuy,Jujuy,,,Sanchez de Bustamante 134 - CP Y4600DAB - Jujuy (Jujuy),(0388) 4236105,-24.202487,-65.293012
Centros de Atención Local,CAL – Formosa – Las Lomitas,Centro de Atención Local,Formosa,Las Lomitas,,,Benjamín Matienzo Nº 451 - CP P3630ZAA - Las Lomitas (Formosa),(03715) 432570,-24.70746,-60.593477
Centros de Atención Local,CAL – Formosa – Formosa,Centro de Atención Local,Formosa,Formosa,,,Paraguay Nº 656 - CP P3600ZAA - Formosa (Formosa),(0370) 4421505,-26.1915712,-58.1686263
Centros de Atención Local,CAL – Entre Ríos – Concordia,Centro de Atención Local,Entre Ríos,Concordia,,,Pellegrini 1117 - CP E3200ANG - Concordia (Entre Ríos),(0345) 4218698,-31.388.907,-58.014781
Centros de Atención Local,CAL – Entre Ríos – Paraná,Centro de Atención Local,Entre Ríos,Paraná,,,Av. Ramírez Nº 2537 - CP E3100IQK - Paraná (Entre Ríos),(0343) 4243858,-31.74185,-60.517976
Centros de Atención Local,CAL – Corrientes – Goya,Centro de Atención Local,Corrientes,Goya,,,Angel Soto 702 esquina Tucumán - CP W3450ZAA - Goya (Corrientes),(03777) 423878,-29.146519,-59.267864
Centros de Atención Local,CAL – Corrientes – Corrientes,Centro de Atención Local,Corrientes,Corrientes,,,Chaco Nº 748 - CP W3400BSB - Corrientes (Corrientes),(0379) 4466792,-27.4650398,-58.8466967
Centros de Atención Local,CAL – Córdoba – Dean Funes,Centro de Atención Local,Córdoba,Dean Funes,,,Domingo Cabrera esquina Juan XXIII (Local 4 y 5 - Terminal de Ómnibus) - CP X5200ZAA - Dean Funes (Córdoba),(03521) 422640,-30.425376,-64.348927
Centros de Atención Local,CAL – Córdoba – Río Cuarto,Centro de Atención Local,Córdoba,Río Cuarto,,,Hipólito Yrigoyen Nº 480 - CP 5800 - Río Cuarto (Córdoba),(0358) 4638024,-33.121886,-64.345656
Centros de Atención Local,CAL – Buenos Aires – San Miguel,Centro de Atención Local,Buenos Aires,San Miguel,,,Belgrano Nº 812 - CP B1663NLR - San Miguel (Buenos Aires),(011) 4451-8244,-34.53986,-58.707558
Centros de Atención Local,CAL – Buenos Aires – González Catán,Centro de Atención Local,Buenos Aires,González Catán,,,"Juan Manuel de Rosas Nº 17798 (Ruta 3 - km 32,5) - CP B1759LXN - González Catán (Buenos Aires)",(02202) 434298,-34.793337,-58.632039
Centros de Atención Local,CAL – Buenos Aires – San Justo,Centro de Atención Local,Buenos Aires,San Justo,,,Av. Juan M. de Rosas 1601 - CP 1752 - San Justo (Buenos Aires),(011) 4484-1806,-34.6711056,-58.5376765
Centros de Atención Local,CAL – Buenos Aires – La Plata,Centro de Atención Local,Buenos Aires,La Plata,,,Calle 12 Nº 565 entre  43 y 44  - CP B1902ZAA - La Plata (Buenos Aires),(0221) 4893932,-34.914759,-57.961201
Centros de Atención Local,CAL – Buenos Aires – Bahía Blanca,Centro de Atención Local,Buenos Aires,Bahía Blanca,,,O´ Higgins 585 - CP B8000IVR - Bahía Blanca (Buenos Aires),(0291) 4557843,-38.7251594,-62.2726667
Centros de Atención Local,CAL – Buenos Aires – Mar del Plata,Centro de Atención Local,Buenos Aires,Mar del Plata,,,Santa Cruz 3571 - CP B7600IBC - Mar del Plata (Buenos Aires),(0223) 4758521,-37.981573,-57.546301
Centros de Atención Local,CAL – Buenos Aires – Quilmes,Centro de Atención Local,Buenos Aires,Quilmes,,,San Martín 241 esquina Saavedra - CP B1878FQE - Quilmes (Buenos Aires),(011) 4254-2656,-34.823374,-58.395947
Centros de Atención Local,CAL – Buenos Aires – Berazategui,Centro de Atención Local,Buenos Aires,Berazategui,,,Calle 149 esquina 15 A - CP 1884 - Berazategui (Buenos Aires),(011) 4216-6217,-34.762602,-58.20709
Instituciones de Microcrédito,IM – Santa Cruz – Río Gallegos,CGL Santa Cruz,Santa Cruz,Río Gallegos,microcreditosantacruz@gamil.com,,Mariano Moreno  576 - CP Z9400BIL - Río Gallegos (Santa Cruz),(02966) 426606,-51.6211485,-69.2278753
Instituciones de Microcrédito,IM – Río Negro – Viedma,Obispado de Viedma Vicaría de la Fraternidad,Río Negro,Viedma,bancodelabuenafev.viedma@yahoo.com.ar,,Irigoyen 71 - CP R8500BCA - Viedma (Río Negro),(02920) 424445,-40.8105611567,-62.9908847809
Instituciones de Microcrédito,IM – Río Negro – Choele Choel,Asociación Civil Sayay,Río Negro,Choele Choel,asociacionsayay@hotmail.com,,Brown 56 - CP R8360ZAA - Choele Choel (Río Negro),,-39.2884,-65.667178
Instituciones de Microcrédito,IM – Neuquén – Neuquén,Fundación OTRAS VOCES,Neuquén,Neuquén ,soft.reddebancospopulares@gmail.com,,Abrazo de Maipú  935 - CP Q8304HHS - Neuquén  (Neuquén),(0299) 4460827,-38.944696,-68.1095874
Instituciones de Microcrédito,IM – Neuquén – Centenario,Biblioteca Popular Jorge Fonseca,Neuquén,Centenario,alfredourrutia1@gmail.com,,Santo Domingo S/N y EEUU - CP Q8309ZAA - Centenario (Neuquén),(0299) 4893899,-38.826351,-68.138958
Instituciones de Microcrédito,IM – Neuquén – Neuquén,Asociación Civil INGKAHUE,Neuquén,Neuquén,ingkahue@yahoo.com.ar,,Maipú 653 - CP Q8300MSA - Neuquén (Neuquén),(0299) 4401593,-38.9655816,-68.050077
Instituciones de Microcrédito,IM – Chubut – Esquel,Biblioteca Popular Tolkeyen,Chubut,Esquel,banquitotolkeyen@yahoo.com.ar,,Malvinas Argentinas 1850 - CP U9200DOD - Esquel (Chubut),(02945) 454514,-42.9145729,-71.3022344
Instituciones de Microcrédito,IM – Jujuy – San Salvador de Jujuy,Coop. De Trabajo Feriantes Paseo de Compras Alto Comedero,Jujuy,San Salvador de Jujuy,coopferiantes@hotmail.com / nellyalmazan@gmail.com,,Caimancito  1166  - CP 4600 - San Salvador de Jujuy (Jujuy),(0388) 4275492,-24.2453654,-65.268732
Instituciones de Microcrédito,IM – Jujuy – Maimará,CAUQUEVA,Jujuy,Maimará,cauqueva@cauqueva.org.ar,,Acceso Norte a Maimará S/N - CP Y4622ZAA - Maimará (Jujuy),(0388) 155171635,-23.6245592,-65.4087255
Instituciones de Microcrédito,IM – Jujuy – San Salvador de Jujuy,Asociación Mujeres Warmi,Jujuy,San Salvador de Jujuy,asociacionwarmi@yahoo.com.ar,,San Salvador de Jujuy (Jujuy),,-24.185263,-65.3009
Instituciones de Microcrédito,IM – Jujuy – San Salvador de Jujuy,Asociación Civil Social Cultural y Deportiva TUPAC AMARU,Jujuy,San Salvador de Jujuy,ibag23333@hotmail.com,,Alvear 1152 - CP Y4600AJP - San Salvador de Jujuy (Jujuy),,-24.1844174,-65.3090432
Instituciones de Microcrédito,IM – Jujuy – San Salvador de Jujuy,Consorcio Gestión Local de Jujuy,Jujuy,San Salvador de Jujuy,microcreditosjujuy@yahoo.com.ar,,Alvear 444 - CP Y4600AJB - San Salvador de Jujuy (Jujuy),,-24.183955,-65.299672
Instituciones de Microcrédito,IM – Jujuy – Tilcara,CGL Jujuy,Jujuy,Tilcara,javierrodriguez@cauqueva.com.ar,,Sorpresa  243 - CP Y4622ZAA - Tilcara (Jujuy),(0388) 4955097,-23.576398,-65.390783
Instituciones de Microcrédito,IM – Jujuy – Caimancito,Grupo Cultural Pachaniwan,Jujuy,Caimancito,titoapaza@yahoo.com.ar,,Azcuénaga 625 - CP 4600 - Caimancito (Jujuy),(0388) 4262001,-23.739925,-64.591598
Instituciones de Microcrédito,IM – Jujuy – San Salvador de Jujuy,Centro Cultural Yachay,Jujuy,San Salvador de Jujuy,ccyachay@yahoo.com.ar,,Cabo Maldonado 671  - CP 4600 - San Salvador de Jujuy (Jujuy),(0388) 4282190,-24.234414,-65.2670087
Instituciones de Microcrédito,IM – Jujuy – Abra Pampa,Biblioteca Popular Mariano Valle,Jujuy,Abra Pampa,cesarmamani@argentina.com,,Gobernador Tello 40 - CP Y4640ZAA - Abra Pampa (Jujuy),(03887) 491095,-22.722236,-65.696862
Instituciones de Microcrédito,IM – Jujuy – Abra Pampa,Agencia de Desarrollo Local,Jujuy,Abra Pampa,shermanz2005@yahoo.com.ar,,Quera esquina 23 de Agosto - CP Y4640ZAA - Abra Pampa (Jujuy),,-22.7226738,-65.6969832
Instituciones de Microcrédito,IM – Catamarca – San Fernando del Valle de Catamarca,Sociedad de Fomento Villa Cubas,Catamarca,San Fernando del Valle de Catamarca,fomento79@yahoo.com.ar,,Av. Ahumada y Barros 850 - CP K4700GMF - San Fernando del Valle de Catamarca (Catamarca),(0383) 4421271,-28.4725303,-65.7979407
Instituciones de Microcrédito,IM – Catamarca – San Fernando del Valle de Catamarca,La batea,Catamarca,San Fernando del Valle de Catamarca,marioba78@yahoo.com.ar,,Esquiú 418 - CP K4700BIJ - San Fernando del Valle de Catamarca (Catamarca),(0383) 4455515,-28.4671709,-65.7812409
Instituciones de Microcrédito,IM – Catamarca – San Fernando del Valle de Catamarca,Bienaventurados los Pobles,Catamarca,San Fernando del Valle de Catamarca,central@bepe.org.ar / sanchez@bepe.org.ar,,Av. Güemes  1121 - CP K4700CLL - San Fernando del Valle de Catamarca (Catamarca),(0383) 4430915 / 4430154,-28.4757064,-65.7705992
Instituciones de Microcrédito,IM – Misiones – Posadas,Feria Franca de Posadas Ingeniero Roberto Cametti,Misiones,Posadas,contadorpablomonte@hotmail.com,,Bolívar 1742 1º B - CP N3300AHL - Posadas (Misiones),(0376) 4435277,-27.3670281,-55.8931407
Instituciones de Microcrédito,IM – Misiones – Posadas,CGL Misiones Zona Sur,Misiones,Posadas,horasim@hotmail.com,,Miguel Avila 1056 - CP N3300ORR - Posadas (Misiones),,-27.358475,-55.905053
Instituciones de Microcrédito,IM – Misiones – Posadas,Génesis,Misiones,Posadas,genesis_misiones@yahoo.com.ar,,Av. Rademacher 3674 - CP N3300LMX - Posadas (Misiones),(0376) 4428213,-27.3835989,-55.8961883
Instituciones de Microcrédito,IM – San Luis – Alto Pelado,Fundación Nueva Sociedad,San Luis,Alto Pelado,reneiturrioz@hotmail.com,,Berta V. de Battini 8 - CP D5721XCC - Alto Pelado (San Luis),(0266) 4442556,-33.848881,-66.148682
Instituciones de Microcrédito,IM – San Luis – San Luis,Fundación Caldén,San Luis,San Luis,fundacioncalden@yahoo.com,,Los Inmigrantes 1479 - CP D5700CIA - San Luis (San Luis),(0266) 4430958,-33.2926091,-66.3435254
Instituciones de Microcrédito,IM – San Juan – San Juan,CGL San Juan,San Juan,San Juan,consorcio.microcreditos@gmail.com,,Av. España  50 1 º - CP J5402DRN - San Juan (San Juan),(0264) 155329510,-31.5355692,-68.5367782
Instituciones de Microcrédito,IM – Salta – Salta,Centro de Desarrollo Comunitario Monseñor ANGELELLI,Salta,Salta,bpbf_cangelelli_salta@live.com.ar,,Julio Espinoza S/N - CP A4400ZAA - Salta (Salta),(0387) 4353325,-24.825735,-65.398019
Instituciones de Microcrédito,IM – Mendoza – Jocoli,Red Caxi Asociación para el Desarrollo Integral,Mendoza,Jocoli,campesinosdecuyo@gmail.com,,Correa Esq. Ruta Nac. 40 Km. 3355 - CP 5543 - Jocoli (Mendoza),,-32.5826988,-68.6837769
Instituciones de Microcrédito,IM – Mendoza – Mendoza,CGL Mendoza,Mendoza,Mendoza,pdicataldo@mendoza.gov.ar,,Peltier 351 5º - CP M5500IDE - Mendoza (Mendoza),(0261) 4493067,-32.8990453,-68.8471788
Instituciones de Microcrédito,IM – Mendoza – Godoy Cruz,Unión Vecinal ANGÉLICA CIVIT DE SUÁREZ,Mendoza,Godoy Cruz,uvbsuarez@yahoo.com.ar,,Río Juramento  2574 - CP M5501ZAA - Godoy Cruz (Mendoza),(0261) 4285098,-32.922165,-68.867755
Instituciones de Microcrédito,IM – Mendoza – Mendoza,Fundación VIDA JOVEN,Mendoza,Mendoza,fundacionvidajoven@gmail.com,,Granaderos 1785 - CP M5502BCG - Mendoza (Mendoza),(0261) 4371891,-32.8796983,-68.8551475
Instituciones de Microcrédito,IM – Mendoza – General Alvear,Fundación DOCE DE AGOSTO,Mendoza,General Alvear,nestor_martini@yahoo.com.ar / apa46@live.com.ar,,Bernardo de Irigoyen 61 - CP M5620BDA - General Alvear (Mendoza),(02625) 422840,-34.974362,-67.683782
Instituciones de Microcrédito,IM – Mendoza – Tunuyán,Asociación para el Desarrollo Ciudadano,Mendoza,Tunuyán,luciochaves@speedy.com.ar,,Alem 1345 - CP M5560ZAA - Tunuyán (Mendoza),,-33.575547,-69.01234
Instituciones de Microcrédito,IM – Mendoza – Mendoza,Asociación de Trabajadores en Psicología Social,Mendoza,Mendoza,adeteps-mendoza@hotmail.com,,Coronel Rodríguez 211 - CP M5502AJE - Mendoza (Mendoza),(0261) 4526879,-32.872605,-68.848475
Instituciones de Microcrédito,IM – Córdoba – Córdoba,SERVIPROH,Córdoba,Córdoba,serviproh@arnet.com.ar / economiasocial@serviproh.org.ar,,Baigorri 544 - CP X5001AJL - Córdoba (Córdoba),(0351) 4730404,-31.3930143,-64.1826186
Instituciones de Microcrédito,IM – Córdoba – Dean Funes,CE.F.I.S.,Córdoba,Dean Funes,martinezrado@yahoo.com.ar,,Vélez Sarsfield 180 - CP X5200ZAA - Dean Funes (Córdoba),(0351) 4767495,-30.424031,-64.349297
Instituciones de Microcrédito,IM – Córdoba – Las Higueras,Asociación Civil GRANJA SIQUEM,Córdoba,Las Higueras,granjasiquem@yahoo.com.ar,,Ruta 8 KM 594 - CP X5805ZAA - Las Higueras (Córdoba),(0358) 4970303,-33.0909119,-64.2855148
Instituciones de Microcrédito,IM – Córdoba – Embalse,Asociación Civil FUTURO EMBALSE,Córdoba,Embalse,doradossrl@hotmail.com,,Ollantay  S/N - CP X5856ZAA - Embalse (Córdoba),(03571) 485271,-32.196826,-64.395779
Instituciones de Microcrédito,IM – Córdoba – Córdoba,Asociación Civil DE LA LUCHA CONTRA LA DISCRIMINACIÓN ACLUD,Córdoba,Córdoba,asociacionaclud@yahoo.com.ar,,Mariano Fragueiro 422 - CP X5000KRJ - Córdoba (Córdoba),(0351) 4259224,-31.408338,-64.191677
Instituciones de Microcrédito,IM – Córdoba – Capilla del Monte,Asociación Civil CENCERRO,Córdoba,Capilla del Monte,m_eva75@hotmail.com / casajovencapilladelmonte@yahoo.com.ar,,Zanni 385 - CP X5184ZAA - Capilla del Monte (Córdoba),(03548) 481231,-30.854811,-64.525749
Instituciones de Microcrédito,IM – Córdoba – Córdoba,Asociación Civil ALAS DE CÓRDOBA,Córdoba,Córdoba,alasdecordoba@yahoo.com.ar,,Mariano Fragueiro 422 - CP X5000KRJ - Córdoba (Córdoba),(0351) 4259224,-31.408338,-64.191677
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,SEDECA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,sedecams@fibertel.com.ar,,Larrea 420 11 - CP C1030AAJ - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4951-1459,-34.6044674,-58.4021749
Instituciones de Microcrédito,IM – Buenos Aires -Ciudad Autónoma de Buenos Aires,MYRAR,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,fundacionmyrarmail@gmail.com,,Bartolomé Mitre  2815 4º Piso - Oficina B - CP C1201AAA - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4861-5435,-34.609342,-58.408439
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Federación de Asociaciones Centro Educativo para la producción T,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,facept@facept.org.ar,,Díaz Vélez 5215 B - CP C1405DCH - Ciudad Autónoma de Buenos Aires (Buenos Aires),(011) 4983-7973,-34.608776,-58.431044
Instituciones de Microcrédito,IM – Buenos Aires – Ciudad Autónoma de Buenos Aires,Asociación Civil DE LA NADA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,delanada@coopenetlujan.com.ar,,Juncal 1151 - CP C1062ABK - Ciudad Autónoma de Buenos Aires (Buenos Aires),(02323) 421034,-34.5928279,-58.3836519
Instituciones de Microcrédito,IM – Buenos Aires – La Plata,Fundación CREAR DESDE LA EDUCACIÓN POPULAR,Buenos Aires,Abasto,info@crearnet.org.ar,,Calle 6 Nº 1528 entre 63 y 64 - CP B1904CKF - La Plata (Buenos Aires),(0221) 4218566,-34.923048,-57.936156
Instituciones de Microcrédito,IM – Buenos Aires – Merlo,Caritas Merlo Moreno,Buenos Aires,Merlo,beatrizmic@yahoo.com.ar,,9 de Julio  S/N - CP B1716ZAA - Merlo (Buenos Aires),(0220) 4831402,-34.676458,-58.712612
Instituciones de Microcrédito,IM – Buenos Aires – Lomas de Zamora,Asociación Mutual Grupo Buenos Aires,Buenos Aires,Lomas de Zamora,grupobsas@hotmail.com,,Mariano Boedo 528 E - CP B1832HRL - Lomas de Zamora (Buenos Aires),(011) 4292-0212,-34.758983,-58.4040852
Instituciones de Microcrédito,IM – Buenos Aires – Mar del Plata,Asociación Civil Sol de Mayo,Buenos Aires,Mar del Plata,ongsoldemayo@yahoo.com.ar,,Córdoba 1461 - CP B7600DVE - Mar del Plata (Buenos Aires),(0223) 4919743,-37.99744,-57.5452924
Instituciones de Microcrédito,IM – Buenos Aires – Lomas de Zamora,Asociación Civil Organización Amigos Solidarios - ACOAS,Buenos Aires,Lomas de Zamora,a.c.o.a.s@hotmail.com,,Pintos  236 - CP B1832HLF - Lomas de Zamora (Buenos Aires),(011) 4231-5079,-34.7532021,-58.392889
